,k,date,value,var,type
1988,la volcana Apartments,2027-04-01,,r,upside
1989,la volcana Apartments,2027-07-01,,r,upside
1990,la volcana Apartments,2027-10-01,,r,upside
1991,la volcana Apartments,2028-01-01,,r,upside
1992,la volcana Apartments,2028-04-01,,r,upside
1993,la volcana Apartments,2028-07-01,,r,upside
1994,la volcana Apartments,2028-10-01,,r,upside
1995,lagasca Property,2023-10-01,,r,upside
1996,lagasca Property,2024-01-01,,r,upside
1997,lagasca Property,2024-04-01,,r,upside
1998,lagasca Property,2024-07-01,,r,upside
1999,lagasca Property,2024-10-01,,r,upside
2000,lagasca Property,2025-01-01,,r,upside
2001,lagasca Property,2025-04-01,,r,upside
2002,lagasca Property,2025-07-01,,r,upside
2003,lagasca Property,2025-10-01,,r,upside
2004,lagasca Property,2026-01-01,,r,upside
2005,lagasca Property,2026-04-01,,r,upside
2006,lagasca Property,2026-07-01,,r,upside
2007,lagasca Property,2026-10-01,,r,upside
2008,lagasca Property,2027-01-01,,r,upside
2009,lagasca Property,2027-04-01,,r,upside
2010,lagasca Property,2027-07-01,,r,upside
2011,lagasca Property,2027-10-01,,r,upside
2012,lagasca Property,2028-01-01,,r,upside
2013,lagasca Property,2028-04-01,,r,upside
2014,lagasca Property,2028-07-01,,r,upside
2015,lagasca Property,2028-10-01,,r,upside
2016,Patricia Manor Place,2023-10-01,74740.7804,price,mean
2017,Patricia Manor Place,2024-01-01,73868.11082097341,price,mean
2018,Patricia Manor Place,2024-04-01,73199.31756156476,price,mean
2019,Patricia Manor Place,2024-07-01,72755.64519393045,price,mean
2020,Patricia Manor Place,2024-10-01,72523.2635919812,price,mean
2021,Patricia Manor Place,2025-01-01,72382.22766034202,price,mean
2022,Patricia Manor Place,2025-04-01,72378.53412397511,price,mean
2023,Patricia Manor Place,2025-07-01,72508.30836058261,price,mean
2024,Patricia Manor Place,2025-10-01,72681.48402356947,price,mean
2025,Patricia Manor Place,2026-01-01,72960.89750332615,price,mean
2026,Patricia Manor Place,2026-04-01,73295.18339234366,price,mean
2027,Patricia Manor Place,2026-07-01,73648.17759632389,price,mean
2028,Patricia Manor Place,2026-10-01,74120.72764646106,price,mean
2029,Patricia Manor Place,2027-01-01,74580.62399598167,price,mean
2030,Patricia Manor Place,2027-04-01,75035.74362072509,price,mean
2031,Patricia Manor Place,2027-07-01,75666.22384933855,price,mean
2032,Patricia Manor Place,2027-10-01,76326.95688823059,price,mean
2033,Patricia Manor Place,2028-01-01,76942.13671332125,price,mean
2034,Patricia Manor Place,2028-04-01,77614.20612727733,price,mean
2035,Patricia Manor Place,2028-07-01,78332.20078928173,price,mean
2036,Patricia Manor Place,2028-10-01,79033.83552194889,price,mean
2037,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,75850.7831,price,mean
2038,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,75794.21352202324,price,mean
2039,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,75912.51927920649,price,mean
2040,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,76089.13082911039,price,mean
2041,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,76458.73955121949,price,mean
2042,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,76980.31423519959,price,mean
2043,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,77545.56864900484,price,mean
2044,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,78118.72342680492,price,mean
2045,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,78728.78926401531,price,mean
2046,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,79300.02708464794,price,mean
2047,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,80008.70962896227,price,mean
2048,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,80701.48502582325,price,mean
2049,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,81343.59227829067,price,mean
2050,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,82013.02169199681,price,mean
2051,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,82702.2674017032,price,mean
2052,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,83307.63966355362,price,mean
2053,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,84107.65372055516,price,mean
2054,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,84818.7714706714,price,mean
2055,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,85484.55870041867,price,mean
2056,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,86162.84132996268,price,mean
2057,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,86831.28461309957,price,mean
2058,Sutton Place,2023-10-01,84325.743,price,mean
2059,Sutton Place,2024-01-01,84011.42687228955,price,mean
2060,Sutton Place,2024-04-01,83947.92457058163,price,mean
2061,Sutton Place,2024-07-01,84102.55703681034,price,mean
2062,Sutton Place,2024-10-01,84418.91816295694,price,mean
2063,Sutton Place,2025-01-01,84872.93585237995,price,mean
2064,Sutton Place,2025-04-01,85439.53111303205,price,mean
2065,Sutton Place,2025-07-01,86098.37879571556,price,mean
2066,Sutton Place,2025-10-01,86835.78719532739,price,mean
2067,Sutton Place,2026-01-01,87637.15916001133,price,mean
2068,Sutton Place,2026-04-01,88495.88937077661,price,mean
2069,Sutton Place,2026-07-01,89400.52166155097,price,mean
2070,Sutton Place,2026-10-01,90346.96331776174,price,mean
2071,Sutton Place,2027-01-01,91328.22538504838,price,mean
2072,Sutton Place,2027-04-01,92341.66620627153,price,mean
2073,Sutton Place,2027-07-01,93383.25328795206,price,mean
2074,Sutton Place,2027-10-01,94450.23400999574,price,mean
2075,Sutton Place,2028-01-01,95542.1891069181,price,mean
2076,Sutton Place,2028-04-01,96655.39597177459,price,mean
2077,Sutton Place,2028-07-01,97789.48718170819,price,mean
2078,Sutton Place,2028-10-01,98942.05044809933,price,mean
2079,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,451573.0711,price,mean
2080,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,452215.53360388015,price,mean
2081,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,453851.54332163854,price,mean
2082,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,455355.57409702905,price,mean
2083,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,457134.9578991816,price,mean
2084,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,458748.8650776641,price,mean
2085,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,460450.2196570506,price,mean
2086,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,462333.98916830303,price,mean
2087,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,464258.5068933436,price,mean
2088,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,466598.3749339252,price,mean
2089,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,468851.6699972869,price,mean
2090,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,469709.26346056274,price,mean
2091,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,471459.41564658313,price,mean
2092,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,473668.381959513,price,mean
2093,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,474590.22106836236,price,mean
2094,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,476095.0728886282,price,mean
2095,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,479949.2992986661,price,mean
2096,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,479919.90862105053,price,mean
2097,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,482377.12246884237,price,mean
2098,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,484474.9188515382,price,mean
2099,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,486917.8604005987,price,mean
2100,el retiro Farm,2023-10-01,1520.760082437432,price,mean
2101,el retiro Farm,2024-01-01,1528.694157067884,price,mean
2102,el retiro Farm,2024-04-01,1568.5585519625206,price,mean
2103,el retiro Farm,2024-07-01,1612.2398489013115,price,mean
2104,el retiro Farm,2024-10-01,1626.6079572337676,price,mean
2105,el retiro Farm,2025-01-01,1637.9682162382924,price,mean
2106,el retiro Farm,2025-04-01,1653.1071930505536,price,mean
2107,el retiro Farm,2025-07-01,1674.6627269548637,price,mean
2108,el retiro Farm,2025-10-01,1688.4006607885628,price,mean
2109,el retiro Farm,2026-01-01,1698.5166990160424,price,mean
2110,el retiro Farm,2026-04-01,1713.7959790097477,price,mean
2111,el retiro Farm,2026-07-01,1736.2452993818818,price,mean
2112,el retiro Farm,2026-10-01,1748.7632399662573,price,mean
2113,el retiro Farm,2027-01-01,1765.340164522491,price,mean
2114,el retiro Farm,2027-04-01,1781.7357351075339,price,mean
2115,el retiro Farm,2027-07-01,1792.4723982752178,price,mean
2116,el retiro Farm,2027-10-01,1811.19815666262,price,mean
2117,el retiro Farm,2028-01-01,1829.9427803268386,price,mean
2118,el retiro Farm,2028-04-01,1850.6063284326965,price,mean
2119,el retiro Farm,2028-07-01,1863.9689037518979,price,mean
2120,el retiro Farm,2028-10-01,1885.644743556799,price,mean
2121,la moraleja Property,2023-10-01,6225.534658245724,price,mean
2122,la moraleja Property,2024-01-01,6230.461269983903,price,mean
2123,la moraleja Property,2024-04-01,6223.066208056694,price,mean
2124,la moraleja Property,2024-07-01,6216.549551316493,price,mean
2125,la moraleja Property,2024-10-01,6203.717525564717,price,mean
2126,la moraleja Property,2025-01-01,6192.092497989034,price,mean
2127,la moraleja Property,2025-04-01,6180.000253771835,price,mean
2128,la moraleja Property,2025-07-01,6168.125462142158,price,mean
2129,la moraleja Property,2025-10-01,6155.954374075525,price,mean
2130,la moraleja Property,2026-01-01,6143.916861355617,price,mean
2131,la moraleja Property,2026-04-01,6131.891375222648,price,mean
2132,la moraleja Property,2026-07-01,6119.910969234722,price,mean
2133,la moraleja Property,2026-10-01,6107.939138699417,price,mean
2134,la moraleja Property,2027-01-01,6095.9999972976275,price,mean
2135,la moraleja Property,2027-04-01,6084.084759343676,price,mean
2136,la moraleja Property,2027-07-01,6072.194795278918,price,mean
2137,la moraleja Property,2027-10-01,6060.327484706836,price,mean
2138,la moraleja Property,2028-01-01,6048.484110756043,price,mean
2139,la moraleja Property,2028-04-01,6036.664003899516,price,mean
2140,la moraleja Property,2028-07-01,6024.867163434361,price,mean
2141,la moraleja Property,2028-10-01,6013.093363121962,price,mean
2142,la volcana Apartments,2023-10-01,1634.243681581129,price,mean
2143,la volcana Apartments,2024-01-01,1657.177057282225,price,mean
2144,la volcana Apartments,2024-04-01,1704.5992428885434,price,mean
2145,la volcana Apartments,2024-07-01,1757.7892207365464,price,mean
2146,la volcana Apartments,2024-10-01,1770.7354777108367,price,mean
2147,la volcana Apartments,2025-01-01,1789.8736149440333,price,mean
2148,la volcana Apartments,2025-04-01,1808.8158517910595,price,mean
2149,la volcana Apartments,2025-07-01,1835.679652064201,price,mean
2150,la volcana Apartments,2025-10-01,1852.3093894688488,price,mean
2151,la volcana Apartments,2026-01-01,1869.2275350985972,price,mean
2152,la volcana Apartments,2026-04-01,1889.1089373390453,price,mean
2153,la volcana Apartments,2026-07-01,1904.8844022076296,price,mean
2154,la volcana Apartments,2026-10-01,1924.0843344318655,price,mean
2155,la volcana Apartments,2027-01-01,1942.9071151647804,price,mean
2156,la volcana Apartments,2027-04-01,1959.5855170041434,price,mean
2157,la volcana Apartments,2027-07-01,1977.8598560479786,price,mean
2158,la volcana Apartments,2027-10-01,1991.5368324330955,price,mean
2159,la volcana Apartments,2028-01-01,2010.5020545350478,price,mean
2160,la volcana Apartments,2028-04-01,2018.2642388227541,price,mean
2161,la volcana Apartments,2028-07-01,2036.4902585245557,price,mean
2162,la volcana Apartments,2028-10-01,2062.0270799938476,price,mean
2163,lagasca Property,2023-10-01,7385.972599375407,price,mean
2164,lagasca Property,2024-01-01,7409.16498259777,price,mean
2165,lagasca Property,2024-04-01,7403.846286944543,price,mean
2166,lagasca Property,2024-07-01,7401.466436629661,price,mean
2167,lagasca Property,2024-10-01,7405.912731343896,price,mean
2168,lagasca Property,2025-01-01,7426.621746501928,price,mean
2169,lagasca Property,2025-04-01,7442.34417194969,price,mean
2170,lagasca Property,2025-07-01,7460.26725090791,price,mean
2171,lagasca Property,2025-10-01,7490.25209687149,price,mean
2172,lagasca Property,2026-01-01,7502.193243564417,price,mean
2173,lagasca Property,2026-04-01,7517.649587979263,price,mean
2174,lagasca Property,2026-07-01,7537.496856726358,price,mean
2175,lagasca Property,2026-10-01,7564.3913048609875,price,mean
2176,lagasca Property,2027-01-01,7575.672960998023,price,mean
2177,lagasca Property,2027-04-01,7590.422065625192,price,mean
2178,lagasca Property,2027-07-01,7621.826580864766,price,mean
2179,lagasca Property,2027-10-01,7637.4805020784925,price,mean
2180,lagasca Property,2028-01-01,7637.807419519345,price,mean
2181,lagasca Property,2028-04-01,7658.30797580137,price,mean
2182,lagasca Property,2028-07-01,7680.007147503294,price,mean
2183,lagasca Property,2028-10-01,7709.221891164732,price,mean
2184,Patricia Manor Place,2023-10-01,74740.7804,price,lower
2185,Patricia Manor Place,2024-01-01,73697.42258602487,price,lower
2186,Patricia Manor Place,2024-04-01,73060.91766643143,price,lower
2187,Patricia Manor Place,2024-07-01,72584.29319669653,price,lower
2188,Patricia Manor Place,2024-10-01,72444.99580593134,price,lower
2189,Patricia Manor Place,2025-01-01,72182.74462828475,price,lower
2190,Patricia Manor Place,2025-04-01,72247.33046989354,price,lower
2191,Patricia Manor Place,2025-07-01,72401.33812104432,price,lower
2192,Patricia Manor Place,2025-10-01,72604.56673665666,price,lower
2193,Patricia Manor Place,2026-01-01,72911.54634967748,price,lower
2194,Patricia Manor Place,2026-04-01,73277.29631838054,price,lower
2195,Patricia Manor Place,2026-07-01,73727.45655921454,price,lower
2196,Patricia Manor Place,2026-10-01,74104.2087547873,price,lower
2197,Patricia Manor Place,2027-01-01,74627.42602014374,price,lower
2198,Patricia Manor Place,2027-04-01,75204.87484910944,price,lower
2199,Patricia Manor Place,2027-07-01,75823.97131132057,price,lower
2200,Patricia Manor Place,2027-10-01,76339.06337512845,price,lower
2201,Patricia Manor Place,2028-01-01,77050.62774010259,price,lower
2202,Patricia Manor Place,2028-04-01,77759.68265807736,price,lower
2203,Patricia Manor Place,2028-07-01,78577.68846013435,price,lower
2204,Patricia Manor Place,2028-10-01,79328.68118039134,price,lower
2205,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,75850.7831,price,lower
2206,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,74622.38835915782,price,lower
2207,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,74476.89494556257,price,lower
2208,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,74494.60453699257,price,lower
2209,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,74639.61556814112,price,lower
2210,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,75012.72882041875,price,lower
2211,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,75222.37956412211,price,lower
2212,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,75760.04711742255,price,lower
2213,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,76262.30660568751,price,lower
2214,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,76665.46234446883,price,lower
2215,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,77141.99530237458,price,lower
2216,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,77681.68983268244,price,lower
2217,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,78111.41997138724,price,lower
2218,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,78715.97863771381,price,lower
2219,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,79439.50664335744,price,lower
2220,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,80059.05948658315,price,lower
2221,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,80737.29446477938,price,lower
2222,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,81169.54986648417,price,lower
2223,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,81595.94571153683,price,lower
2224,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,82206.6968529998,price,lower
2225,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,82610.6053655465,price,lower
2226,Sutton Place,2023-10-01,84325.743,price,lower
2227,Sutton Place,2024-01-01,84019.44246023805,price,lower
2228,Sutton Place,2024-04-01,83959.85641196356,price,lower
2229,Sutton Place,2024-07-01,84116.5752594726,price,lower
2230,Sutton Place,2024-10-01,84436.60609012686,price,lower
2231,Sutton Place,2025-01-01,84892.96789840871,price,lower
2232,Sutton Place,2025-04-01,85461.88255235557,price,lower
2233,Sutton Place,2025-07-01,86124.61572544709,price,lower
2234,Sutton Place,2025-10-01,86864.70036708491,price,lower
2235,Sutton Place,2026-01-01,87668.25050565912,price,lower
2236,Sutton Place,2026-04-01,88526.03136417372,price,lower
2237,Sutton Place,2026-07-01,89432.60875993645,price,lower
2238,Sutton Place,2026-10-01,90380.12891496152,price,lower
2239,Sutton Place,2027-01-01,91364.39155636195,price,lower
2240,Sutton Place,2027-04-01,92380.35045290668,price,lower
2241,Sutton Place,2027-07-01,93422.9196644662,price,lower
2242,Sutton Place,2027-10-01,94493.8011600745,price,lower
2243,Sutton Place,2028-01-01,95587.5121621006,price,lower
2244,Sutton Place,2028-04-01,96701.78185178337,price,lower
2245,Sutton Place,2028-07-01,97835.68283412918,price,lower
2246,Sutton Place,2028-10-01,98990.66288667909,price,lower
2247,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,451573.0711,price,lower
2248,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,442403.6889181493,price,lower
2249,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,438337.36615326436,price,lower
2250,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,433423.54454890464,price,lower
2251,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,433083.7316342086,price,lower
2252,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,429925.4504499146,price,lower
2253,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,425021.76318259723,price,lower
2254,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,426933.4029261002,price,lower
2255,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,424063.56606567383,price,lower
2256,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,422755.57805155,price,lower
2257,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,420676.9378539884,price,lower
2258,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,422699.5705659211,price,lower
2259,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,420946.0870852905,price,lower
2260,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,422448.4637367662,price,lower
2261,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,418903.68339711026,price,lower
